categories,name,reviews.rating,reviews.text,reviews.title,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,Tag_6,Wine & Spirits,Cocktail Mixers,Wine,Spirits,Meal Solutions,Drinks,Juice & Cider,Cocktail Mixes
"Food,Beverages,Beer, Wine & Spirits,Beer,Beauty,Hair Care,Shampoo","Biosilk Hydrating Shampoo, 12 Fl Oz",,"i tried this item because i heard good things and i saw it at costco. i've been hooked since. it cleans my hair and doesnt leave it frizzy. i have naturally wavy, fine asian hair so friz is not an option.costco stopped selling this so now the only place i can find this at a reasonable price is on amazon.",the only shampoo my hair listens to,Food,Beverages,Beer,Wine & Spirits,Beer,Beauty,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Beauty,Hair Care,Shampoo","Biosilk Hydrating Shampoo, 12 Fl Oz",,"was a gift for daughter in law, she loves the way it makes her hair look and feel.",hair care,Food,Beverages,Beer,Wine & Spirits,Beer,Beauty,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Cocktail Mixers,Home & Garden,Food & Beverages,Alcohol & Alcohol Mixers,Margarita,Spirits","Pat O'Brien's Hurricane Cocktail Mix, 9 oz",,it soooooo good,Five Stars,Food,Beverages,Beer,Wine & Spirits,Cocktail Mixers,Home & Garden,1,1,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Cocktail Mixers","MASTER OF MIXES, MIX OLD FASHION, 33.8 OZ, ()",,Very hard to find this at local stores. Delicious and best Old Fashioned Mix I've found. All is good not to mention having it delivered right to the front door!,Mommy Loves This!,Food,Beverages,Beer,Wine & Spirits,Cocktail Mixers,,1,1,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Cocktail Mixers","MASTER OF MIXES, MIX OLD FASHION, 33.8 OZ, ()",,Great delivery and product...would recommend it to anyone interested.....When needed will order again from you.....Thank You very much.....I thought we wouldn't be able to find your mix.,Old fashion mix from Master of Mixes,Food,Beverages,Beer,Wine & Spirits,Cocktail Mixers,,1,1,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Cocktail Mixers","MASTER OF MIXES, MIX OLD FASHION, 33.8 OZ, ()",,All I can say is YUMMY!!! So very good. I usually have to purchase Old Fashioned mix when I travel to Wisconsin. Now I have a place to purchase online with very quick delivery. This mix is better than any of the other mixes I have had in the past.,Master of Mixes Mix,Food,Beverages,Beer,Wine & Spirits,Cocktail Mixers,,1,1,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Cocktail Mixers","MASTER OF MIXES, MIX OLD FASHION, 33.8 OZ, ()",,mix is sour.....not the same taste as the same brand in the store.....taste like it is spoiled. I will not buy this way again,"master of mixes, old fashioned mix",Food,Beverages,Beer,Wine & Spirits,Cocktail Mixers,,1,1,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Cocktail Mixers,Meal Solutions, Grains & Pasta,Condiments, Sauces & Spices,Salt, Spices & Seasoning","Angostura Aromatic Bitters, 16 fl oz, ()",5.0,Great product Pricing Fast Delivery !!!!,Perfect,Food,Beverages,Beer,Wine & Spirits,Cocktail Mixers,Meal Solutions,1,1,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Cocktail Mixers,Meal Solutions, Grains & Pasta,Condiments, Sauces & Spices,Salt, Spices & Seasoning","Angostura Aromatic Bitters, 16 fl oz, ()",5.0,One great product. Hard to find in the 16 ounce bottles. Makes a great Old Fashion. Note: use with Splenda--makes a very low calorie drink!!,Requirement for an Old Fashion!!,Food,Beverages,Beer,Wine & Spirits,Cocktail Mixers,Meal Solutions,1,1,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",3.0,"They barely have a hint of buffalo flavor. If you like your wings to taste of nothing but pepper than these are for you. They have plenty of flavor to them just not what your expecting for buffalo flavor. Now the wings themselves are not bad. They are decently meaty. Maybe a little to heavy on the breading, but not to bad though. The sizes of the wings vary greatly but not really a big deal. I'd by them again if they change the flavoring, but i'd say just stick to the plain and get your own sauce.",To much black pepper!,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",4.0,I did not have the same experience as the other reviewer. What we got was just as advertised - chunks of white meat in breading. My kids love these.,Good value for the price,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",4.0,They had chicken. They were breaded. They didn't even need a dipping sauce.,It's processed food.,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",5.0,"The last time I bought buffalo wings, I bought a name brand. I was very disappointed with them as they had almost no heat at all. I bought the Great Value brand last time and I was apprehensive. But I could not believe how much flavor they had and how spicy they were. They were delicious!!",hot wings,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",5.0,"quick, easy, and delicious",Yummmm,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",4.0,"I have to be honest for boneless chicken wyngz, these are definitely my favorite. I prefer them over the tyson brand. The only complaint I have is they are very hard to get in my local store. They are regularly out of them. That can be frustrating.",LOVE THESE WYNGZ,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",5.0,there delicious,chicken,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",3.0,"These Great Value Buffalo Style Boneless Wyngz are extremely hot. If you like spicy, hot, flavors in your food then these are for you. I thought they cooked up well, but I just did not care for the spicy hotness of them.","HOT, HOT, HOT!!",Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",1.0,We usually buy the Tyson Any'tizer boneless wings but bought these to save a little money. BIG MISTAKE! These wings have twice the sodium as the Tyson chicken and you can definitely tell by the taste. We ended up throwing the whole bag away. Next time we'll spend the extra dollar.,Way too much salt!,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",5.0,Tried these on a whim found much better than the usual name brand I buy.,Good,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",2.0,"We opened the bag and see nice sized chunks of chicken. We were mistaken, we see maybe 3 or 4 pieces of good sized chunks but the rest were tiny and mostly breading.",Crumbs instead of chunks,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",5.0,These pack some heay. Good but spicy!,Hot,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",1.0,Hot and irregular cuts of chicken,Way too hot! And pieces were too irregular,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",5.0,Not all of the walmarts around me have them so I always go to the one that carries them even though it's further away!! Yum yum yum,Soooo good!!,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",1.0,"These chicken wyngz were gross. Way too much breading, and the taste of buffalo sauce was barely noticeable. At the price Walmart sells these at, I can't recommend them on any level.","Poor quality, poor value.",Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",5.0,We go through a bag of these the first day I bring them home. They have the perfect amount of spicy. I do wish there were more in the bag,if you like buffalo wings you will love these.,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",1.0,Was very dry,dry,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",1.0,The chicken did not have much flavor and tasted cheap.,Not Good At All,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",1.0,The wings were nasty,Wings,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",4.0,"Game and some wings, life is good",Good,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",4.0,"They are good, just thought that it would be spicier.",They are good,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",4.0,My son loves them. Great flavor and great price!,Great value boneless buffalo wings,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",5.0,My son and grandson love these wings!,great wings,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",4.0,"favor is better, meat is tender even in microwave. .price is reasonable",Pretty Good Frozen Wings,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",5.0,Great price too!,Great tasting product,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",5.0,My favorite,Perfect,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",5.0,Very tender and juice. Will buy again,Tenderness,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",5.0,Taste great,The kids love it,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,Was very dry,dry,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,"The last time I bought buffalo wings, I bought a name brand. I was very disappointed with them as they had almost no heat at all.I bought the Great Value brand last time and I was apprehensive. But I could not believe how much flavor they had and how spicy they were. They were delicious!!",hot wings,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,Very tender and juice. Will buy again,Tenderness,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,I did not have the same experience as the other reviewer. What we got was just as advertised - chunks of white meat in breading. My kids love these.,Good value for the price,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,The chicken did not have much flavor and tasted cheap.,Not Good At All,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,"We opened the bag and see nice sized chunks of chicken. We were mistaken, we see maybe 3 or 4 pieces of good sized chunks but the rest were tiny and mostly breading.",Crumbs instead of chunks,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,"Game and some wings, life is good",Good,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,They had chicken. They were breaded. They didn't even need a dipping sauce.,It's processed food.,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,We go through a bag of these the first day I bring them home. They have the perfect amount of spicy. I do wish there were more in the bag,if you like buffalo wings you will love these.,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,My son and grandson love these wings!,great wings,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,there delicious,chicken,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,"They are good, just thought that it would be spicier.",They are good,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,The wings were nasty,Wings,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,My favorite,Perfect,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,"favor is better, meat is tender even in microwave. .price is reasonable",Pretty Good Frozen Wings,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,"I have to be honest for boneless chicken wyngz, these are definitely my favorite. I prefer them over the tyson brand. The only complaint I have is they are very hard to get in my local store. They are regularly out of them. That can be frustrating.",LOVE THESE WYNGZ,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,Taste great,The kids love it,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,"quick, easy, and delicious",Yummmm,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,"These chicken ""wyngz"" were gross. Way too much breading, and the taste of buffalo sauce was barely noticeable. At the price Walmart sells these at, I can't recommend them on any level.","Poor quality, poor value.",Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,Not all of the walmarts around me have them so I always go to the one that carries them even though it's further away!! Yum yum yum,Soooo good!!,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,"They barely have a hint of buffalo flavor. If you like your wings to taste of nothing but pepper than these are for you. They have plenty of flavor to them just not what your expecting for buffalo flavor. Now the wings themselves are not bad. They are decently meaty. Maybe a little to heavy on the breading, but not to bad though. The sizes of the wings vary greatly but not really a big deal. I'd by them again if they change the flavoring, but i'd say just stick to the plain and get your own sauce.",To much black pepper!,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,Hot and irregular cuts of chicken,Way too hot! And pieces were too irregular,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,My son loves them. Great flavor and great price!,Great value boneless buffalo wings,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,We usually buy the Tyson Any'tizer boneless wings but bought these to save a little money. BIG MISTAKE! These wings have twice the sodium as the Tyson chicken and you can definitely tell by the taste. We ended up throwing the whole bag away. Next time we'll spend the extra dollar.,Way too much salt!,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,"These Great Value Buffalo Style Boneless Wyngz are extremely hot. If you like spicy, hot, flavors in your food then these are for you. I thought they cooked up well, but I just did not care for the spicy hotness of them.","HOT, HOT, HOT!!",Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,Great price too!,Great tasting product,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,These pack some heay. Good but spicy!,Hot,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Meal Solutions, Grains & Pasta,Canned Goods & Soups,Meat & Poultry","Great Value Boneless Buffalo Style Chunks, 25.5 Oz",,Tried these on a whim & found much better than the usual name brand I buy.,Good,Food,Beverages,Beer,Wine & Spirits,Beer,Meal Solutions,1,0,1,1,1,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer","Rockdale Light Beer, 12 fl oz",5.0,"TASTES GREAT ! ! ! EXTREMELY HARD TO BEAT THE PRICE, BUT IT SEEMS TO BE VERY HARD TO FIND - IN STOCK - ONE OF THE MANAGERS TOLD ME THAT A LARGE DISPLAY OF IT JUST SAT ALL SUMMER - I PERSONALLY DON'T UNDERSTAND IT - EVER SINCE I FOUND IT - I GO OUT OF MY WAY TO BUY IT. I PERSONALLY LIKE IT MORE THAN SOME OF THE MORE EXPENSIVE BEERS ! ! !",ROCKDALE LIGHT 24PK 12OZ CAN,Food,Beverages,Beer,Wine & Spirits,Beer,,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer","Rockdale Light Beer, 12 fl oz",4.0,For the price you can't beat this beer.Mild good taste.Enjoy.,Rockdale Llght Beer,Food,Beverages,Beer,Wine & Spirits,Beer,,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Spirits","Hornitos Reposado Tequila, 375 mL",5.0,Perfect sipping tequila ... chilled and neat !,Excellente,Food,Beverages,Beer,Wine & Spirits,Spirits,,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Spirits","Hornitos Reposado Tequila, 375 mL",5.0,"My buddy ordered some shots of this stuff during a horns game. Frankly when it comes to tequila, I usually brace myself for a rough shot. Maybe I'm drinking the wrong stuff, because this was really easy to put back. No lingering aftertaste. Reasonably priced. Good value tequila if you're looking.",Solid tequila,Food,Beverages,Beer,Wine & Spirits,Spirits,,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Spirits","Hornitos Reposado Tequila, 375 mL",5.0,Straight over ice.,One of my favorite!,Food,Beverages,Beer,Wine & Spirits,Spirits,,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Spirits","Effen Cucumber Vodka, 750 mL",5.0,"excellent cucumber taste, makes the perfect summer cocktails!",Refreshing!,Food,Beverages,Beer,Wine & Spirits,Spirits,,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Spirits","Effen Cucumber Vodka, 750 mL",5.0,expensive,awesome flavor,Food,Beverages,Beer,Wine & Spirits,Spirits,,1,0,1,1,0,0,0,0
